Plot_Idnum,Old_plot_num,Year,Rep,Treatment,Treatment_st,Fert,Fert_st,Tillage,Tillage_st,Yield_bu_ac,Yield_kg_ha,Crop,Rotation,Height_in,Lodging_pct,Pop1_30DAP_no_ac,Pop2_EOS_no_ac,Moisture_pct,Ears_no_ac,Barren_pct,Sampled_ear_bean_weight_g
420,405_4,2000,4,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,126.4175,7934.9,Corn,CS,110,,21538,,14.7,,,
101,101_1,2002,1,1,CT_ctrl,1,Control,1,Conv,94.9270083,5958.3,Corn,CS,84,,,25652,16.2,,,
102,102_1,2002,1,2,CT_N,2,N_only,1,Conv,147.403897,9252.2,Corn,CS,88,,,27104,16.6,,,
103,103_1,2002,1,3,CT_NwNPK,3,NplusNPKst,1,Conv,163.344,10252.7,Corn,CS,,,,,17.1,,,
104,104_1,2002,1,4,CT_NPK,4,NPK,1,Conv,184.619611,11588.1,Corn,CS,92,,,28556,16.4,,,
105,105_1,2002,1,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,169.861732,10661.8,Corn,CS,,,,,17.5,,,
106,101_2,2002,1,6,AT_ctrl,1,Control,2,Alt,138.949461,8721.5,Corn,CS,88,,,28072,17.1,,,
107,102_2,2002,1,7,AT_N,2,N_only,2,Alt,151.692965,9521.4,Corn,CS,87,,,28556,16.1,,,
108,103_2,2002,1,8,AT_NwNPK,3,NplusNPKst,2,Alt,243.307421,15271.8,Corn,CS,,,,,16.9,,,
109,104_2,2002,1,9,AT_NPK,4,NPK,2,Alt,191.484649,12019,Corn,CS,100,,,29524,18.5,,,
110,105_2,2002,1,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,178.883572,11228.1,Corn,CS,,,,,17.9,,,
111,101_3,2002,1,11,RT_ctrl,1,Control,3,Chisel,109.771968,6890.1,Corn,CS,80,,,28072,16.9,,,
112,102_3,2002,1,12,RT_N,2,N_only,3,Chisel,152.644944,9581.1,Corn,CS,81,,,29524,18,,,
113,103_3,2002,1,13,RT_NwNPK,3,NplusNPKst,3,Chisel,170.405983,10696,Corn,CS,,,,,18.8,,,
114,104_3,2002,1,14,RT_NPK,4,NPK,3,Chisel,180.078896,11303.1,Corn,CS,92,,,30008,17,,,
115,105_3,2002,1,15,RT_NPKwNPK,5,NPKplusNPKst,3,Chisel,177.459571,11138.7,Corn,CS,,,,,16.9,,,
116,101_4,2002,1,16,NT_ctrl,1,Control,4,No_till,109.505285,6873.4,Corn,CS,75,,,31460,18.3,,,
117,102_4,2002,1,17,NT_N,2,N_only,4,No_till,104.979421,6589.3,Corn,CS,72,,,27104,19.8,,,
118,103_4,2002,1,18,NT_NwNPK,3,NplusNPKst,4,No_till,224.162138,14070.1,Corn,CS,,,,,18.4,,,
119,104_4,2002,1,19,NT_NPK,4,NPK,4,No_till,220.746639,13855.7,Corn,CS,103,,,30976,19.1,,,
120,105_4,2002,1,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,223.97986,14058.7,Corn,CS,,,,,17.3,,,
201,201_1,2002,2,1,CT_ctrl,1,Control,1,Conv,119.571534,7505.2,Corn,CS,85,,,27588,17.7,,,
202,202_1,2002,2,2,CT_N,2,N_only,1,Conv,112.283272,7047.7,Corn,CS,83,,,27588,16.4,,,
203,203_1,2002,2,3,CT_NwNPK,3,NplusNPKst,1,Conv,172.562602,10831.3,Corn,CS,,,,,17.7,,,
204,204_1,2002,2,4,CT_NPK,4,NPK,1,Conv,142.616884,8951.7,Corn,CS,93,,,30008,17.5,,,
205,205_1,2002,2,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,151.796742,9527.9,Corn,CS,,,,,17.1,,,
206,201_2,2002,2,6,AT_ctrl,1,Control,2,Alt,93.1490594,5846.7,Corn,CS,83,,,30008,16.2,,,
207,202_2,2002,2,7,AT_N,2,N_only,2,Alt,150.831388,9467.3,Corn,CS,90,,,29524,17,,,
208,203_2,2002,2,8,AT_NwNPK,3,NplusNPKst,2,Alt,181.938759,11419.8,Corn,CS,,,,,18.6,,,
209,204_2,2002,2,9,AT_NPK,4,NPK,2,Alt,171.667723,10775.2,Corn,CS,97,,,30008,17.4,,,
210,205_2,2002,2,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,177.205802,11122.8,Corn,CS,,,,,17.8,,,
211,201_3,2002,2,11,RT_ctrl,1,Control,3,Chisel,134.416033,8437,Corn,CS,83,,,27588,16.4,,,
212,202_3,2002,2,12,RT_N,2,N_only,3,Chisel,147.156308,9236.6,Corn,CS,86,,,31460,17,,,
213,203_3,2002,2,13,RT_NwNPK,3,NplusNPKst,3,Chisel,160.480224,10072.9,Corn,CS,,,,,17.9,,,
214,204_3,2002,2,14,RT_NPK,4,NPK,3,Chisel,180.597687,11335.7,Corn,CS,95,,,27104,19.2,,,
215,205_3,2002,2,15,RT_NPKwNPK,5,NPKplusNPKst,3,Chisel,154.295224,9684.7,Corn,CS,,,,,17.4,,,
216,201_4,2002,2,16,NT_ctrl,1,Control,4,No_till,111.978492,7028.6,Corn,CS,73,,,31460,18.2,,,
217,202_4,2002,2,17,NT_N,2,N_only,4,No_till,138.841256,8714.7,Corn,CS,81,,,32912,18.2,,,
218,203_4,2002,2,18,NT_NwNPK,3,NplusNPKst,4,No_till,186.832039,11727,Corn,CS,,,,,18.2,,,
219,204_4,2002,2,19,NT_NPK,4,NPK,4,No_till,205.618576,12906.2,Corn,CS,100,,,32428,18.5,,,
220,205_4,2002,2,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,196.050824,12305.6,Corn,CS,,,,,18.1,,,
301,301_1,2002,3,1,CT_ctrl,1,Control,1,Conv,120.42564,7558.8,Corn,CS,84,,,30008,16.1,,,
302,302_1,2002,3,2,CT_N,2,N_only,1,Conv,134.702087,8454.9,Corn,CS,87,,,28072,16.7,,,
303,303_1,2002,3,3,CT_NwNPK,3,NplusNPKst,1,Conv,196.226645,12316.7,Corn,CS,,,,,17.9,,,
304,304_1,2002,3,4,CT_NPK,4,NPK,1,Conv,184.985551,11611.1,Corn,CS,93,,,31944,17.1,,,
305,305_1,2002,3,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,185.755344,11659.4,Corn,CS,,,,,17.2,,,
306,301_2,2002,3,6,AT_ctrl,1,Control,2,Alt,135.490883,8504.4,Corn,CS,82,,,28556,18.4,,,
307,302_2,2002,3,7,AT_N,2,N_only,2,Alt,176.038337,11049.5,Corn,CS,88,,,28072,17.1,,,
308,303_2,2002,3,8,AT_NwNPK,3,NplusNPKst,2,Alt,195.609427,12277.9,Corn,CS,,,,,18,,,
309,304_2,2002,3,9,AT_NPK,4,NPK,2,Alt,202.205937,12692,Corn,CS,93,,,29040,17,,,
310,305_2,2002,3,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,189.798669,11913.2,Corn,CS,,,,,17.6,,,
311,301_3,2002,3,11,RT_ctrl,1,Control,3,Chisel,118.606918,7444.7,Corn,CS,80,,,32428,16.4,,,
312,302_3,2002,3,12,RT_N,2,N_only,3,Chisel,149.294478,9370.8,Corn,CS,85,,,30492,17.3,,,
313,303_3,2002,3,13,RT_NwNPK,3,NplusNPKst,3,Chisel,182.278039,11441.1,Corn,CS,,,,,16.8,,,
314,304_3,2002,3,14,RT_NPK,4,NPK,3,Chisel,187.366327,11760.5,Corn,CS,92,,,28072,17.6,,,
315,305_3,2002,3,15,RT_NPKwNPK,5,NPKplusNPKst,3,Chisel,170.176106,10681.5,Corn,CS,,,,,16.6,,,
316,301_4,2002,3,16,NT_ctrl,1,Control,4,No_till,128.54061,8068.2,Corn,CS,73,,,31460,19.5,,,
317,302_4,2002,3,17,NT_N,2,N_only,4,No_till,140.733406,8833.5,Corn,CS,77,,,28072,17.8,,,
318,303_4,2002,3,18,NT_NwNPK,3,NplusNPKst,4,No_till,199.322143,12511,Corn,CS,,,,,18.4,,,
319,304_4,2002,3,19,NT_NPK,4,NPK,4,No_till,203.41399,12767.8,Corn,CS,102,,,31944,18.6,,,
320,305_4,2002,3,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,213.508928,13401.4,Corn,CS,,,,,18.3,,,
401,401_1,2002,4,1,CT_ctrl,1,Control,1,Conv,98.0963954,6157.3,Corn,CS,79,,,29524,16.2,,,
402,402_1,2002,4,2,CT_N,2,N_only,1,Conv,157.343031,9876,Corn,CS,90,,,27588,17.4,,,
403,403_1,2002,4,3,CT_NwNPK,3,NplusNPKst,1,Conv,188.278271,11817.8,Corn,CS,,,,,17.4,,,
404,404_1,2002,4,4,CT_NPK,4,NPK,1,Conv,193.49146,12145,Corn,CS,96,,,32912,18,,,
405,405_1,2002,4,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,185.089143,11617.6,Corn,CS,,,,,17.7,,,
406,401_2,2002,4,6,AT_ctrl,1,Control,2,Alt,138.491644,8692.8,Corn,CS,82,,,30976,16.5,,,
407,402_2,2002,4,7,AT_N,2,N_only,2,Alt,177.319819,11129.9,Corn,CS,88,,,27104,17.5,,,
408,403_2,2002,4,8,AT_NwNPK,3,NplusNPKst,2,Alt,191.618129,12027.4,Corn,CS,,,,,17.7,,,
409,404_2,2002,4,9,AT_NPK,4,NPK,2,Alt,182.443068,11451.5,Corn,CS,92,,,30492,17.9,,,
410,405_2,2002,4,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,185.218841,11625.7,Corn,CS,,,,,19.2,,,
411,401_3,2002,4,11,RT_ctrl,1,Control,3,Chisel,139.132385,8733,Corn,CS,80,,,31944,17.4,,,
412,402_3,2002,4,12,RT_N,2,N_only,3,Chisel,142.448074,8941.1,Corn,CS,81,,,30976,17.2,,,
413,403_3,2002,4,13,RT_NwNPK,3,NplusNPKst,3,Chisel,167.33124,10503,Corn,CS,,,,,18.4,,,
414,404_3,2002,4,14,RT_NPK,4,NPK,3,Chisel,179.72135,11280.7,Corn,CS,92,,,28556,17.2,,,
415,405_3,2002,4,15,RT_NPKwNPK,5,NPKplusNPKst,3,Chisel,180.461716,11327.1,Corn,CS,,,,,17,,,
416,401_4,2002,4,16,NT_ctrl,1,Control,4,No_till,108.577567,6815.1,Corn,CS,73,,,30008,18.6,,,
417,402_4,2002,4,17,NT_N,2,N_only,4,No_till,150.148768,9424.5,Corn,CS,83,,,31944,18,,,
418,403_4,2002,4,18,NT_NwNPK,3,NplusNPKst,4,No_till,195.014625,12240.6,Corn,CS,,,,,19.8,,,
419,404_4,2002,4,19,NT_NPK,4,NPK,4,No_till,207.239154,13007.9,Corn,CS,99,,,30008,19.1,,,
420,405_4,2002,4,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,193.300326,12133,Corn,CS,,,,,18.4,,,
101,101_1,2004,1,1,CT_ctrl,1,Control,1,Conv,65.15451,4089.6,Corn,CS,80,,,28556,21.1,,,
102,102_1,2004,1,2,CT_N,2,N_only,1,Conv,122.9181,7715.3,Corn,CS,100,,,31944,20.4,,,
103,103_1,2004,1,3,CT_NwNPK,3,NplusNPKst,1,Conv,147.0475,9229.8,Corn,CS,,,,,19,,,
104,104_1,2004,1,4,CT_NPK,4,NPK,1,Conv,151.9371,9536.7,Corn,CS,118,,,32428,19.3,,,
105,105_1,2004,1,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,133.8969,8404.4,Corn,CS,,,,,19,,,
106,101_2,2004,1,6,AT_ctrl,1,Control,2,Alt,75.02542,4709.2,Corn,CS,96,,,30492,22.6,,,
107,102_2,2004,1,7,AT_N,2,N_only,2,Alt,104.3953,6552.6,Corn,CS,95,,,30492,21.3,,,
108,103_2,2004,1,8,AT_NwNPK,3,NplusNPKst,2,Alt,165.3945,10381.4,Corn,CS,,,,,20.7,,,
109,104_2,2004,1,9,AT_NPK,4,NPK,2,Alt,154.1906,9678.2,Corn,CS,120,,,30492,19.6,,,
110,105_2,2004,1,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,139.5227,8757.5,Corn,CS,,,,,20.1,,,
111,101_3,2004,1,11,RT_ctrl,1,Control,3,Chisel,72.54245,4553.3,Corn,CS,92,,,29524,22.2,,,
112,102_3,2004,1,12,RT_N,2,N_only,3,Chisel,89.62286,5625.4,Corn,CS,98,,,31944,21.9,,,
113,103_3,2004,1,13,RT_NwNPK,3,NplusNPKst,3,Chisel,150.034,9417.3,Corn,CS,,,,,19.8,,,
114,104_3,2004,1,14,RT_NPK,4,NPK,3,Chisel,141.7831,8899.4,Corn,CS,104,,,30008,21.3,,,
115,105_3,2004,1,15,RT_NPKwNPK,5,NPKplusNPKst,3,Chisel,146.8528,9217.6,Corn,CS,,,,,19.8,,,
116,101_4,2004,1,16,NT_ctrl,1,Control,4,No_till,70.97785,4455.1,Corn,CS,95,,,30008,21.9,,,
117,102_4,2004,1,17,NT_N,2,N_only,4,No_till,39.34789,2469.8,Corn,CS,94,,,34848,21.3,,,
118,103_4,2004,1,18,NT_NwNPK,3,NplusNPKst,4,No_till,150.3725,9438.5,Corn,CS,,,,,19.5,,,
119,104_4,2004,1,19,NT_NPK,4,NPK,4,No_till,143.6687,9017.7,Corn,CS,117,,,30976,20.7,,,
120,105_4,2004,1,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,168.5976,10582.5,Corn,CS,,,,,19.2,,,
201,201_1,2004,2,1,CT_ctrl,1,Control,1,Conv,109.9768,6903,Corn,CS,100,,,30492,20.2,,,
202,202_1,2004,2,2,CT_N,2,N_only,1,Conv,121.7831,7644,Corn,CS,99,,,31944,19.5,,,
203,203_1,2004,2,3,CT_NwNPK,3,NplusNPKst,1,Conv,136.7509,8583.5,Corn,CS,,,,,19.3,,,
204,204_1,2004,2,4,CT_NPK,4,NPK,1,Conv,135.8577,8527.5,Corn,CS,108,,,31460,18.9,,,
205,205_1,2004,2,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,191.5114,12020.7,Corn,CS,,,,,19.5,,,
206,201_2,2004,2,6,AT_ctrl,1,Control,2,Alt,66.190277,4154.6,Corn,CS,84,,,29040,21.7,,,
207,202_2,2004,2,7,AT_N,2,N_only,2,Alt,93.65733,5878.6,Corn,CS,102,,,32912,21.9,,,
208,203_2,2004,2,8,AT_NwNPK,3,NplusNPKst,2,Alt,137.6122,8637.6,Corn,CS,,,,,19.1,,,
209,204_2,2004,2,9,AT_NPK,4,NPK,2,Alt,132.7574,8332.9,Corn,CS,114,,,30976,20.4,,,
210,205_2,2004,2,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,132.5569,8320.3,Corn,CS,,,,,19.9,,,
211,201_3,2004,2,11,RT_ctrl,1,Control,3,Chisel,93.54314,5871.5,Corn,CS,99,,,31944,20.9,,,
212,202_3,2004,2,12,RT_N,2,N_only,3,Chisel,118.5339,7440.1,Corn,CS,92,,,29040,21.6,,,
213,203_3,2004,2,13,RT_NwNPK,3,NplusNPKst,3,Chisel,143.88429,9031.3,Corn,CS,,,,,20.5,,,
214,204_3,2004,2,14,RT_NPK,4,NPK,3,Chisel,147.9625,9287.2,Corn,CS,114,,,31944,19.8,,,
215,205_3,2004,2,15,RT_NPKwNPK,5,NPKplusNPKst,3,Chisel,130.69411,8203.3,Corn,CS,,,,,19.5,,,
216,201_4,2004,2,16,NT_ctrl,1,Control,4,No_till,90.13538,5657.6,Corn,CS,96,,,30976,21.2,,,
217,202_4,2004,2,17,NT_N,2,N_only,4,No_till,88.91977,5581.3,Corn,CS,103,,,31944,22.2,,,
218,203_4,2004,2,18,NT_NwNPK,3,NplusNPKst,4,No_till,154.4386,9693.7,Corn,CS,,,,,20.2,,,
219,204_4,2004,2,19,NT_NPK,4,NPK,4,No_till,149.0342,9354.5,Corn,CS,114,,,30976,19.9,,,
220,205_4,2004,2,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,133.6976,8391.9,Corn,CS,,,,,20.8,,,
301,301_1,2004,3,1,CT_ctrl,1,Control,1,Conv,120.5769,7568.3,Corn,CS,99,,,32912,20.2,,,
302,302_1,2004,3,2,CT_N,2,N_only,1,Conv,123.0725,7725,Corn,CS,96,,,31460,20.3,,,
303,303_1,2004,3,3,CT_NwNPK,3,NplusNPKst,1,Conv,139.2008,8737.3,Corn,CS,,,,,20.2,,,
304,304_1,2004,3,4,CT_NPK,4,NPK,1,Conv,135.6492,8514.4,Corn,CS,114,,,31944,19.6,,,
305,305_1,2004,3,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,138.714,8706.7,Corn,CS,,,,,19.5,,,
306,301_2,2004,3,6,AT_ctrl,1,Control,2,Alt,56.3476,3536.8,Corn,CS,98,,,31460,22.6,,,
307,302_2,2004,3,7,AT_N,2,N_only,2,Alt,113.5271,7125.8,Corn,CS,99,,,31944,20.6,,,
308,303_2,2004,3,8,AT_NwNPK,3,NplusNPKst,2,Alt,140.26849,8804.3,Corn,CS,,,,,19.8,,,
309,304_2,2004,3,9,AT_NPK,4,NPK,2,Alt,145.6691,9143.3,Corn,CS,109,,,30008,19.8,,,
310,305_2,2004,3,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,139.0804,8729.7,Corn,CS,,,,,20.1,,,
311,301_3,2004,3,11,RT_ctrl,1,Control,3,Chisel,114.4707,7185,Corn,CS,104,,,31460,20.3,,,
312,302_3,2004,3,12,RT_N,2,N_only,3,Chisel,104.7817,6576.9,Corn,CS,108,,,32912,21.5,,,
313,303_3,2004,3,13,RT_NwNPK,3,NplusNPKst,3,Chisel,158.7182,9962.3,Corn,CS,,,,,20.6,,,
314,304_3,2004,3,14,RT_NPK,4,NPK,3,Chisel,152.2158,9554.2,Corn,CS,112,,,31460,20.4,,,
315,305_3,2004,3,15,RT_NPKwNPK,5,NPKplusNPKst,3,Chisel,133.646,8388.6,Corn,CS,,,,,20,,,
316,301_4,2004,3,16,NT_ctrl,1,Control,4,No_till,43.88233,2754.4,Corn,CS,89,,,29524,21.5,,,
317,302_4,2004,3,17,NT_N,2,N_only,4,No_till,78.15654,4905.7,Corn,CS,101,,,31944,20.4,,,
318,303_4,2004,3,18,NT_NwNPK,3,NplusNPKst,4,No_till,140.8776,8842.5,Corn,CS,,,,,20.5,,,
319,304_4,2004,3,19,NT_NPK,4,NPK,4,No_till,169.3825,10631.7,Corn,CS,112,,,30976,19.5,,,
320,305_4,2004,3,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,154.7627,9714.1,Corn,CS,,,,,18.2,,,
401,401_1,2004,4,1,CT_ctrl,1,Control,1,Conv,56.94503,3574.3,Corn,CS,84,,,30492,21.7,,,
402,402_1,2004,4,2,CT_N,2,N_only,1,Conv,91.07307,5716.4,Corn,CS,103,,,29524,20.7,,,
403,403_1,2004,4,3,CT_NwNPK,3,NplusNPKst,1,Conv,148.999,9352.3,Corn,CS,,,,,19.6,,,
404,404_1,2004,4,4,CT_NPK,4,NPK,1,Conv,138.1129,8669,Corn,CS,104,,,32912,19.2,,,
405,405_1,2004,4,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,133.164,8358.4,Corn,CS,,,,,20.9,,,
406,401_2,2004,4,6,AT_ctrl,1,Control,2,Alt,44.97932,2823.2,Corn,CS,96,,,30976,21.1,,,
407,402_2,2004,4,7,AT_N,2,N_only,2,Alt,114.4035,7180.8,Corn,CS,100,,,30492,22,,,
408,403_2,2004,4,8,AT_NwNPK,3,NplusNPKst,2,Alt,133.144,8357.1,Corn,CS,,,,,21.3,,,
409,404_2,2004,4,9,AT_NPK,4,NPK,2,Alt,129.94971,8156.6,Corn,CS,110,,,32428,21.3,,,
410,405_2,2004,4,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,138.4464,8689.9,Corn,CS,,,,,20.8,,,
411,401_3,2004,4,11,RT_ctrl,1,Control,3,Chisel,84.02814,5274.2,Corn,CS,99,,,30976,21.5,,,
412,402_3,2004,4,12,RT_N,2,N_only,3,Chisel,105.0128,6591.4,Corn,CS,102,,,31944,20,,,
413,403_3,2004,4,13,RT_NwNPK,3,NplusNPKst,3,Chisel,151.9319,9536.4,Corn,CS,,,,,19.5,,,
414,404_3,2004,4,14,RT_NPK,4,NPK,3,Chisel,138.4382,8689.4,Corn,CS,114,,,31460,20.3,,,
415,405_3,2004,4,15,RT_NPKwNPK,5,NPKplusNPKst,3,Chisel,133.5526,8382.8,Corn,CS,,,,,20.1,,,
416,401_4,2004,4,16,NT_ctrl,1,Control,4,No_till,64.71778,4062.2,Corn,CS,90,,,28556,20.6,,,
417,402_4,2004,4,17,NT_N,2,N_only,4,No_till,99.90017,6270.5,Corn,CS,105,,,31460,22.2,,,
418,403_4,2004,4,18,NT_NwNPK,3,NplusNPKst,4,No_till,151.6421,9518.2,Corn,CS,,,,,20.7,,,
419,404_4,2004,4,19,NT_NPK,4,NPK,4,No_till,152.7895,9590.2,Corn,CS,118,,,30492,20.1,,,
420,405_4,2004,4,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,159.1498,9989.4,Corn,CS,,,,,20.2,,,
101,101_1,2006,1,1,CT_ctrl,1,Control,1,Conv,79.881287,5014,Corn,CS,80,,,30008,13.3,,,
102,102_1,2006,1,2,CT_N,2,N_only,1,Conv,180.0504,11301.3,Corn,CS,104,,,31460,15.1,,,
103,103_1,2006,1,3,CT_NwNPK,3,NplusNPKst,1,Conv,232.8313,14614.2,Corn,CS,,,,,14.7,,,
104,104_1,2006,1,4,CT_NPK,4,NPK,1,Conv,223.9917,14059.4,Corn,CS,111,,,31460,14.5,,,
105,105_1,2006,1,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,232.2069,14575.1,Corn,CS,,,,,14.9,,,
106,101_2,2006,1,6,AT_ctrl,1,Control,2,Alt,113.8143,7143.8,Corn,CS,100,,,27588,13.9,,,
107,102_2,2006,1,7,AT_N,2,N_only,2,Alt,211.1809,13255.3,Corn,CS,98,,,29524,14.8,,,
108,103_2,2006,1,8,AT_NwNPK,3,NplusNPKst,2,Alt,221.8447,13924.6,Corn,CS,,,,,14.9,,,
109,104_2,2006,1,9,AT_NPK,4,NPK,2,Alt,199.071,12495.2,Corn,CS,114,,,26620,15.8,,,
110,105_2,2006,1,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,229.9061,14430.6,Corn,CS,,,,,15.4,,,
111,101_3,2006,1,11,RT_ctrl,1,Control,3,Chisel,104.3664,6550.8,Corn,CS,101,,,29524,13.7,,,
112,102_3,2006,1,12,RT_N,2,N_only,3,Chisel,170.6906,10713.8,Corn,CS,103,,,29040,15.7,,,
113,103_3,2006,1,13,RT_NwNPK,3,NplusNPKst,3,Chisel,217.3965,13645.4,Corn,CS,,,,,15.5,,,
114,104_3,2006,1,14,RT_NPK,4,NPK,3,Chisel,218.9506,13743,Corn,CS,107,,,29040,15.2,,,
115,105_3,2006,1,15,RT_NPKwNPK,5,NPKplusNPKst,3,Chisel,226.3356,14206.5,Corn,CS,,,,,15.1,,,
116,101_4,2006,1,16,NT_ctrl,1,Control,4,No_till,102.7266,6447.9,Corn,CS,95,,,29524,14.6,,,
117,102_4,2006,1,17,NT_N,2,N_only,4,No_till,106.1659,6663.8,Corn,CS,92,,,23716,15,,,
118,103_4,2006,1,18,NT_NwNPK,3,NplusNPKst,4,No_till,230.7579,14484.1,Corn,CS,,,,,15,,,
119,104_4,2006,1,19,NT_NPK,4,NPK,4,No_till,195.5615,12274.9,Corn,CS,113,,,27588,15.2,,,
120,105_4,2006,1,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,227.5197,14280.8,Corn,CS,,,,,14.3,,,
201,201_1,2006,2,1,CT_ctrl,1,Control,1,Conv,149.85361,9405.9,Corn,CS,99,,,29524,14.5,,,
202,202_1,2006,2,2,CT_N,2,N_only,1,Conv,181.053,11364.2,Corn,CS,100,,,28072,15.4,,,
203,203_1,2006,2,3,CT_NwNPK,3,NplusNPKst,1,Conv,229.5718,14409.7,Corn,CS,,,,,14.8,,,
204,204_1,2006,2,4,CT_NPK,4,NPK,1,Conv,236.2523,14829,Corn,CS,107,,,30976,14.8,,,
205,205_1,2006,2,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,216.0258,13559.4,Corn,CS,,,,,14.5,,,
206,201_2,2006,2,6,AT_ctrl,1,Control,2,Alt,116.2764,7298.4,Corn,CS,86,,,28556,13.9,,,
207,202_2,2006,2,7,AT_N,2,N_only,2,Alt,175.3827,11008.3,Corn,CS,102,,,32428,15.5,,,
208,203_2,2006,2,8,AT_NwNPK,3,NplusNPKst,2,Alt,228.2936,14329.4,Corn,CS,,,,,15.1,,,
209,204_2,2006,2,9,AT_NPK,4,NPK,2,Alt,230.5685,14472.2,Corn,CS,114,,,31460,15.3,,,
210,205_2,2006,2,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,225.4252,14149.4,Corn,CS,,,,,15.5,,,
211,201_3,2006,2,11,RT_ctrl,1,Control,3,Chisel,126.1334,7917.1,Corn,CS,104,,,31460,14.7,,,
212,202_3,2006,2,12,RT_N,2,N_only,3,Chisel,180.7763,11346.9,Corn,CS,97,,,30492,16,,,
213,203_3,2006,2,13,RT_NwNPK,3,NplusNPKst,3,Chisel,220.9318,13867.3,Corn,CS,,,,,15.1,,,
214,204_3,2006,2,14,RT_NPK,4,NPK,3,Chisel,226.5666,14221,Corn,CS,116,,,27104,15.8,,,
215,205_3,2006,2,15,RT_NPKwNPK,5,NPKplusNPKst,3,Chisel,198.4559,12456.6,Corn,CS,,,,,15.4,,,
216,201_4,2006,2,16,NT_ctrl,1,Control,4,No_till,104.9057,6584.7,Corn,CS,97,,,33396,14.3,,,
217,202_4,2006,2,17,NT_N,2,N_only,4,No_till,143.8022,9026.1,Corn,CS,99,,,31944,15,,,
218,203_4,2006,2,18,NT_NwNPK,3,NplusNPKst,4,No_till,210.0404,13183.7,Corn,CS,,,,,14.4,,,
219,204_4,2006,2,19,NT_NPK,4,NPK,4,No_till,213.7516,13416.7,Corn,CS,111,,,29040,14.4,,,
220,205_4,2006,2,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,245.4444,15405.9,Corn,CS,,,,,14.5,,,
301,301_1,2006,3,1,CT_ctrl,1,Control,1,Conv,129.8732,8151.8,Corn,CS,102,,,30008,14.1,,,
302,302_1,2006,3,2,CT_N,2,N_only,1,Conv,170.6266,10709.8,Corn,CS,97,,,29524,14.8,,,
303,303_1,2006,3,3,CT_NwNPK,3,NplusNPKst,1,Conv,232.9926,14624.4,Corn,CS,,,,,15.1,,,
304,304_1,2006,3,4,CT_NPK,4,NPK,1,Conv,219.14,13754.9,Corn,CS,112,,,28072,14.7,,,
305,305_1,2006,3,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,207.2651,13009.5,Corn,CS,,,,,14.6,,,
306,301_2,2006,3,6,AT_ctrl,1,Control,2,Alt,104.0299,6529.7,Corn,CS,96,,,30492,14.5,,,
307,302_2,2006,3,7,AT_N,2,N_only,2,Alt,169.8933,10663.8,Corn,CS,94,,,30492,15.4,,,
308,303_2,2006,3,8,AT_NwNPK,3,NplusNPKst,2,Alt,195.1083,12246.5,Corn,CS,,,,,15.7,,,
309,304_2,2006,3,9,AT_NPK,4,NPK,2,Alt,208.5231,13088.5,Corn,CS,104,,,30976,15.4,,,
310,305_2,2006,3,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,183.7673,11534.6,Corn,CS,,,,,15.3,,,
311,301_3,2006,3,11,RT_ctrl,1,Control,3,Chisel,131.0778,8227.4,Corn,CS,99,,,27588,14.4,,,
312,302_3,2006,3,12,RT_N,2,N_only,3,Chisel,182.7915,11473.4,Corn,CS,104,,,29040,15.1,,,
313,303_3,2006,3,13,RT_NwNPK,3,NplusNPKst,3,Chisel,217.5068,13652.4,Corn,CS,,,,,15,,,
